Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190219;ACV;YICBS;User site selection;;DFCX1-27c;DH;YICBS;M;20190221
20190218;AML;6250;Business batch header;;;DH;;M;20190221
20190215;AML;6252;BP number;;;DH;;M;20190221
20190213;AML;6253;;;;DH;;M;20190221
20190213;AML;6254;;;;DH;;M;20190221
20190213;TRT;SPEGAS;;;;DH;;C;20190221
20190213;TRT;SPEGTE;;;;DH;;M;20190221
20190204;TRT;SPEJOU;;;;DH;;M;20190221
20190204;TRT;SPEYBB;;;;DH;;M;20190221
20190205;TRT;SPEYBBVAL;Payement simulation;;;DH;;M;20190221
20190205;TRT;SPEYCHKJOU;;;;DH;;M;20190221
20190201;TRT;SPEYUSRFCYSEL;Business batch entry;;;DH;YICBS;M;20190221
20190131;TRT;SUBGAS;Journal entry;;;DH;YICBS;M;20190221
20190124;TRT;SUBYBB;;;;DH;;M;20190221
20181214;TRT;YBBBANSEL;;;;DH;;M;20190221
20181220;TRT;YBBDIESEL;;;;DH;;M;20190221
20181214;TRT;YBBJNLENT;;;;DH;;M;20190221
20190208;TRT;YBBSELACC;;;;DH;;M;20190221
20181214;TRT;YBBSELBP;;;;DH;;C;20190221
20181213;TRT;YBBSELELA;Dimension selection;;;DH;YICBS;M;20190221
20181210;TRT;YBBSELGTE;;;;DH;YICBS;M;20190221
20181207;TRT;YBBSELJOU;Business batch;;;DH;;M;20190221
20181211;TRT;YBBSELTAX;;;;DH;;M;20190221
20190204;TRT;YBBSIMRPT;;;;DH;YICBS;M;20190221
20181214;TRT;YDEFJOUSEL;Document types;;;DH;;M;20190221
20181122;ETA;YBBSIMRPT;Financial;;;DH;;M;20190221
20190213;ETA;YBBTAXINV;Business batch transaction;;;DH;YICBS;M;20190221
20181204;ANM;YBBHS;Accounting entries;;;DH;;M;20190221
20181204;ACT;YBBACCSEL;;;;DH;;C;20190221
20190213;ACT;YBBBANSEL;Journal entry;;;DH;;M;20190221
20190213;ACT;YBBBANSEL;Accounting entries;;;DH;YICBS;M;20190221
20190208;ACT;YBBDIESEL;Business batch post simulation;;;DH;;C;20190221
20181113;ACT;YBBJNLENT;Inter company ELA;;;DH;;M;20190221
20181203;ACT;YBBSELBP;;;;DH;;C;20190221
20181204;ACT;YBBSELELA;;;;DH;;M;20190221
20190124;ACT;YBBSELELA;Journal entry;;;DH;;M;20190221
20181204;ACT;YBBSELGTE;Visual business batch;;;DH;YICBS;M;20190221
20190213;ACT;YBBSELJOU;Journal entry;;;DH;;M;20190221
20190201;ACT;YBBSELTAX;Accounting entries;;;DH;;M;20190221
20190208;ACT;YBBSIMRPT;Business batch simulation;;;DH;;M;20190221
20190219;ACT;YBBVAL;Business batch;;;DH;;M;20190221
20181120;ACT;YBBVAL;Bank ELA;;;DH;;M;20190221
20190220;ACT;YCHKJOU;Business batch;;;DH;;M;20190221
20190109;ACT;YDEFJOUSEL;BP selection;;;DH;YICBS;M;20190221
20181019;ACT;YJNLBBENT;;;;DH;;M;20190221
20190109;ACT;YJNLENT;Business batch details temp;;;DH;;M;20190221
20190213;ACT;YUSRFCYSEL;Business batch details;;;DH;;M;20190221
20190220;ACT;YVISBB;Business batch;;;DH;;M;20190221
20181101;ACT;YVISJOU;;;;DH;;C;20190221
20181207;AFC;GESYBB;Business Batch Simulation Rpt;;;DH;YICBS;C;20190221
20181212;ATY;YBPR;;;;DH;;C;20190221
20181214;ATB;GACCENTRYD;;;;DH;;C;20190221
20190103;ATB;GJOURNAL;Tax selection;;;DH;;M;20190221
20190103;ATB;GTYPACCENT;;;;DH;;M;20190221
20190109;ATB;YBANELA;Business Batch Tax Invoice;;;DH;;C;20190221
20190201;ATB;YBBDETAIL;Accounting entries;;;DH;;M;20190221
20190201;ATB;YBBDETAIL;;;;DH;;M;20190221
20190211;ATB;YBBDETAILTEM;Accounting entries;;;DH;;M;20190221
20190213;ATB;YBBERR;;;;DH;;M;20190221
20181010;ATB;YBBHEADER;;[PATCH]/SRC_20181010;;DH;;M;20190221
20181010;ATB;YBBHEADER;Business batch;[PATCH]/SRC_20181010;;DH;YICBS;M;20190221
20181010;ATB;YBBPSIM;;[PATCH]/SRC_20181010;;DH;;M;20190221
20181010;ATB;YBBSIM;;[PATCH]/SRC_20181010;;DH;;M;20190221
20181010;ATB;YBBSIM;;[PATCH]/SRC_20181010;;DH;;M;20190221
20181010;ATB;YICELA;;[PATCH]/SRC_20181010;;DH;;M;20190221
20181010;ATB;YPAYMSIM;Business batch;[PATCH]/SRC_20181010;;DH;;M;20190221
