Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190215;ACV;YICBS;BP number;;DFCX1-27c;DH;;M;20190215
20190213;AML;6250;;;;;;M;20190215
20190213;AML;6252;;;;;;M;20190215
20190213;AML;6253;;;;;;C;20190215
20190213;AML;6254;;;;;;M;20190215
20190204;TRT;SPEGAS;;;;;;M;20190215
20190204;TRT;SPEGTE;;;;;;M;20190215
20190205;TRT;SPEJOU;Payement simulation;;;;;M;20190215
20190205;TRT;SPEYBB;;;;;;M;20190215
20190201;TRT;SPEYBBVAL;Business batch entry;;;;YICBS;M;20190215
20190131;TRT;SPEYCHKJOU;Journal entry;;;;YICBS;M;20190215
20190124;TRT;SUBGAS;;;;;;M;20190215
20181214;TRT;YBBACCSEL;;;;;;M;20190215
20181220;TRT;YBBBANSEL;;;;;;M;20190215
20181214;TRT;YBBDIESEL;;;;;;M;20190215
20190208;TRT;YBBJNLENT;;;;;;M;20190215
20181214;TRT;YBBSELACC;;;;;;C;20190215
20181213;TRT;YBBSELBP;Dimension selection;;;;YICBS;M;20190215
20181210;TRT;YBBSELELA;;;;;YICBS;M;20190215
20181207;TRT;YBBSELGTE;Business batch;;;;;M;20190215
20181211;TRT;YBBSELJOU;;;;;;M;20190215
20190204;TRT;YBBSELTAX;;;;;YICBS;M;20190215
20181214;TRT;YBBSIMRPT;Document types;;;;;M;20190215
20181122;TRT;YDEFJOUSEL;Financial;;;;;M;20190215
20190213;ETA;YBBSIMRPT;Business batch transaction;;;;YICBS;M;20190215
20181204;ETA;YBBTAXINV;Accounting entries;;;;;M;20190215
20181204;ANM;YBBHS;;;;;;C;20190215
20190213;ACT;YBBACCSEL;Journal entry;;;;;M;20190215
20190213;ACT;YBBBANSEL;Accounting entries;;;;YICBS;M;20190215
20190208;ACT;YBBBANSEL;Business batch post simulation;;;;;C;20190215
20181113;ACT;YBBDIESEL;Inter company ELA;;;;;M;20190215
20181203;ACT;YBBJNLENT;;;;;;C;20190215
20181204;ACT;YBBSELBP;;;;;;M;20190215
20190124;ACT;YBBSELELA;Journal entry;;;;;M;20190215
20181204;ACT;YBBSELELA;Visual business batch;;;;YICBS;M;20190215
20190213;ACT;YBBSELGTE;Journal entry;;;;;M;20190215
20190201;ACT;YBBSELJOU;Accounting entries;;;;;M;20190215
20190208;ACT;YBBSELTAX;Business batch simulation;;;;;M;20190215
20190207;ACT;YBBSIMRPT;Business batch;;;;;M;20190215
20181120;ACT;YBBVAL;Bank ELA;;;;;M;20190215
20190215;ACT;YBBVAL;Business batch;;;DH;;M;20190215
20190109;ACT;YCHKJOU;BP selection;;;;YICBS;M;20190215
20181019;ACT;YDEFJOUSEL;;;;;;M;20190215
20190109;ACT;YJNLBBENT;Business batch details temp;;;;;M;20190215
20190213;ACT;YJNLENT;Business batch details;;;;;M;20190215
20190215;ACT;YVISBB;Business batch;;;DH;;M;20190215
