Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190130;EXE;SUBTPY;;;DFCX1-28;DH;;C;20190205
20190130;ADC;SUBYARST;AP/AR batch reset;;;DH;;M;20190205
20190130;TRT;SPEYAPARPST;;;;DH;;M;20190205
20190130;TRT;SUBYARST;;;;DH;;M;20190205
20190130;TRT;YPAYPST;;;;DH;;C;20190205
20190130;ACT;YBBPOST;AP/AR IE batch reset;;;DH;YAPRE;M;20190205
20190110;AFC;GENYAPRE;Payments;;;DH;;M;20190205
20190205;AFC;YAPRE;Payement simulation;;;DH;;M;20190205
20190110;ATB;PAYMENTH;Business batch;;;DH;;M;20190205
20190110;ATB;YPAYMSIM;Payments;;;DH;;M;20190205
20190110;AMK;PAY0;;;;DH;;M;20190205
20190110;AMK;PAY00;;;;DH;;M;20190205
20190110;AMK;YAPRESET;;;;DH;;M;20190205
20190109;AMK;YBUSBAT1;;;;DH;;C;20190205
20190201;ADP;YDFCGTE;;;;DH;;M;20190205
20181218;ADP;YDFCJOU;;[PATCH]/SRC_20181220;;DH;;M;20190205
20181219;AWI;OYAPRE;Payement simulation;[PATCH]/SRC_20181220;;DH;;M;20190205
20181217;AWI;WOPYBPAYAUS;;[PATCH]/SRC_20181220;;DH;;M;20190205
20181218;AWI;WOPYCHQAUS;;[PATCH]/SRC_20181220;;DH;;C;20190205
20181219;AWI;WOPYEFTAUS;Entry type parameter;[PATCH]/SRC_20181220;;DH;;C;20190205
20181219;AWI;WOPYRCNAUS;Journal parameter;[PATCH]/SRC_20181220;;DH;;C;20190205
20181219;AWI;WOPYTRFAUS;Payment;[PATCH]/SRC_20181220;;DH;;C;20190205
20181219;ABT;YPAYPST;Payment GL posting;[PATCH]/SRC_20181220;;DH;;C;20190205
20181219;ABA;YPAYPST;;[PATCH]/SRC_20181220;;DH;;C;20190205
