Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190130;EXE;SUBTPY;;;DFCX1-28;;;C;20190201
20190130;ADC;SUBYARST;AP/AR batch reset;;;;;M;20190201
20190130;TRT;SPEYAPARPST;;;;;;M;20190201
20190130;TRT;SUBYARST;;;;;;M;20190201
20190130;TRT;YPAYPST;;;;;;C;20190201
20190130;ACT;YBBPOST;AP/AR IE batch reset;;;;YAPRE;M;20190201
20190110;AFC;GENYAPRE;Payments;;;;;M;20190201
20181221;AFC;YAPRE;Payement simulation;;;;;M;20190201
20190110;ATB;PAYMENTH;Business batch;;;;;M;20190201
20190110;ATB;YPAYMSIM;Payments;;;;;M;20190201
20190110;ATB;YPAYMSIM;Payments;;;;;M;20190201
20190110;AMK;PAY0;;;;;;M;20190201
20190110;AMK;PAY00;;;;;;M;20190201
20190110;AMK;YAPRESET;;;;;;M;20190201
20190109;AMK;YBUSBAT1;;;;;;C;20190201
20190201;ADP;YDFCGTE;;;;;;M;20190201
20181218;ADP;YDFCJOU;;[PATCH]/SRC_20181220;;;;M;20190201
20181219;AWI;OYAPRE;Payement simulation;[PATCH]/SRC_20181220;;;;M;20190201
20181217;AWI;WOPYBPAYAUS;;[PATCH]/SRC_20181220;;;;M;20190201
20181218;AWI;WOPYCHQAUS;;[PATCH]/SRC_20181220;;;;C;20190201
20181219;AWI;WOPYEFTAUS;Entry type parameter;[PATCH]/SRC_20181220;;;;C;20190201
20181219;AWI;WOPYRCNAUS;Journal parameter;[PATCH]/SRC_20181220;;;;C;20190201
20181219;AWI;WOPYTRFAUS;Payment;[PATCH]/SRC_20181220;;;;C;20190201
20181219;ABT;YPAYPST;Payment GL posting;[PATCH]/SRC_20181220;;;;C;20190201
20181219;ABA;YPAYPST;;[PATCH]/SRC_20181220;;;;C;20190201
