Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190404;AML;6219;Land purchase;;DFCX1-376;;;M;20190404
20190404;AML;6229;Business batch header;;;;YICBS;M;20190404
20190328;AML;6242;;;;;;M;20190404
20190328;AML;6255;;;;;;M;20190404
20190322;AML;6261;Precinct;;;;;M;20190404
20190322;TRT;SPEBPC;General schema;;;;;M;20190404
20190322;TRT;SPEYEST;Sales contract;;;;;M;20190404
20190306;TRT;SPEYLOT;Sales contract list;;;;YLAND;M;20190404
20190306;TRT;SPEYPJMCRE;Customer;;;;;M;20190404
20190306;TRT;SPEYSLC;Sales Contract List;;;;YLAND;M;20190404
20190306;TRT;SPEYSTA;Sales Contract List;;;;;M;20190404
20190305;TRT;SUBYLOT;;;;;;M;20190404
20190227;TRT;SUBYSCLIST;Estate Land Purchase;;;;;M;20190404
20190305;TRT;SUBYSLC;;;;;;M;20190404
20190227;TRT;SUBYSLCAC;General;;;;;M;20190404
20190322;TRT;SUBYSRU;Lot;;;;;M;20190404
20190326;TRT;SUBYSTA;Stage;;;;;M;20190404
20190322;TRT;YLOT_CSPE;Stage;;;;;M;20190404
20190328;TRT;YSALCTR_CSPE;Precinct Stages;;;;;M;20190404
20190403;TRT;YSELSETRUL;Precinct - General Scheme;;;;;M;20190404
20190227;ANM;YLOT;;;;;;M;20190404
20190227;ANM;YSTA;;;;;;M;20190404
20190227;ACT;YPRESEL;Lot Sales;;;;;M;20190404
20190404;ACT;YSCLIST;Estate Stages;;;;;M;20190404
20190227;AFC;MYLD1;;;;;;M;20190404
20190215;AFC;MYLD2;Sales contract workflow;;;;;M;20190404
20190227;ACL;YINTENDMAN;Estate Precincts;;;;;M;20190404
20190215;ACL;YSTAGNBR;;;;;;M;20190404
20190208;ATY;YLOT;Estate;;;;;M;20190404
20190215;ATY;YSTA;Land Developm - Sales Contract;;;;;M;20190404
20190227;ATB;YBBHEADER;Sales contract commission allo;;;;;M;20190404
20190227;ATB;YESTA;Land Developent - Stage;;;;;M;20190404
20190228;ATB;YGSCGEN;Land Developments - Stage;;;;;M;20190404
20190228;ATB;YLNDPUR;Land Developent - Lot;;;;;M;20190404
20190305;ATB;YLOT;Lot;;;;;M;20190404
20190305;ATB;YPRECINT;;;;;;M;20190404
20190306;ATB;YSALCTR;Customers;;;;;M;20190404
20190306;ATB;YSALCTR;;;;;;C;20190404
20190315;ATB;YSCCOMALLOC;Sales contract;;;;;M;20190404
20190315;ATB;YSCWRKFLW;Stage;;;;;M;20190404
20190315;ATB;YSTAGE;Estate;;;;;M;20190404
20190320;ATB;YSTAGREG;;;;;;M;20190404
20190325;AMK;YEST;General Scheme;;;;;M;20190404
20190325;AMK;YEST;Precinct;;;;;M;20190404
20190325;AMK;YEST2;Planning App;;;;;M;20190404
20190325;AMK;YEST3;Sales contract;;;;;M;20190404
20190325;AMK;YEST4;Precinct;;;;;M;20190404
20190325;AMK;YLOT1;Lot;;;;;M;20190404
20190325;AMK;YLOT1;General Scheme;;;;;M;20190404
20190325;AMK;YLOT2;Planning Applications;;;;;M;20190404
20190325;AMK;YPRE2;Land purchases;;;;;M;20190404
20190326;AMK;YPRE3;;;;;;C;20190404
20190326;AMK;YSCLIST;;;;;;C;20190404
20190403;AMK;YSLC;Precinct - View;;;;;C;20190404
20190403;AMK;YSLC;Sales contract - View;;;;;C;20190404
20190403;AMK;YSLC1;Stage - View;;;;;C;20190404
20190403;AMK;YSLC2;Lot - View;;;;;C;20190404
