Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190321;ACV;YICBS;Business batch;;DFCX1-27c;;;M;20190411
20190321;AML;6250;Business batch number;;;;YICBS;M;20190411
20190321;AML;6252;;;;;;M;20190411
20190306;AML;6253;;;;;;M;20190411
20190219;AML;6254;User site selection;;;;YICBS;M;20190411
20190308;TRT;SPEBAN;;;;;;C;20190411
20190321;TRT;SPEGAS;Business batch header;;;;;M;20190411
20190215;TRT;SPEGTE;BP number;;;;;M;20190411
20190213;TRT;SPEJOU;;;;;;M;20190411
20190213;TRT;SPEYBB;;;;;;M;20190411
20190213;TRT;SPEYBBIMPTMP;;;;;;C;20190411
20190213;TRT;SPEYBBJNLENT;;;;;;M;20190411
20190205;TRT;SPEYBBVAL;Payement simulation;;;;;M;20190411
20190205;TRT;SPEYCHKJOU;;;;;;M;20190411
20190131;TRT;SPEYJNLBBENT;Journal entry;;;;YICBS;M;20190411
20190124;TRT;SPEYUSRFCYSEL;;;;;;M;20190411
20181214;TRT;SUBYBB;;;;;;M;20190411
20190307;TRT;YBBACCSEL;Business batch;;;;YICBS;M;20190411
20181214;TRT;YBBBANSEL;;;;;;M;20190411
20181214;TRT;YBBDIESEL;;;;;;C;20190411
20181213;TRT;YBBSELACC;Dimension selection;;;;YICBS;M;20190411
20190327;TRT;YBBSELBP;;;;;YICBS;M;20190411
20181211;TRT;YBBSELELA;;;;;;M;20190411
20190227;TRT;YBBSELGTE;;;;;YICBS;M;20190411
20181214;TRT;YBBSELJOU;Document types;;;;;M;20190411
20181122;TRT;YBBSELTAX;Financial;;;;;M;20190411
20181204;TRT;YBBSIMRPT;Accounting entries;;;;;M;20190411
20190312;TRT;YDEFJOUSEL;Visual journals;;;;YICBS;M;20190411
20190213;ETA;YBBSIMRPT;Journal entry;;;;;M;20190411
20190213;ETA;YBBTAXINV;Accounting entries;;;;YICBS;M;20190411
20190208;ANM;YBBHS;Business batch post simulation;;;;;C;20190411
20181113;ACT;YBBBANSEL;Inter company ELA;;;;;M;20190411
