Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20181005;AML;6255;;;DFCX1-169;;;M;20181010
20181009;TRT;SPEYEST;Stage lot yields;;;;;M;20181010
20181009;TRT;SPEYFACGROUP;Update lot yield;;;;;M;20181010
20181009;TRT;SPEYPRE;Stage title registration;;;;;M;20181010
20181009;TRT;SPEYSTA;Stage title registration upate;;;;;M;20181010
20181008;TRT;SUBYEST;Land Developments - Stage;;;;YLAND;M;20181010
20181009;TRT;SUBYLOT;General;;;MAJID;;M;20181010
20181005;TRT;SUBYPRE;;;;;;M;20181010
20181009;TRT;SUBYSRU;Precinct;;;;;M;20181010
20181005;TRT;SUBYSTA;;;;;;M;20181010
20181005;TRT;SUBYSYU;Lot;;;;;C;20181010
20181005;ANM;YEST;Land Developments - Precinct;;;;;C;20181010
20181005;ANM;YLOT;Land Developments - Estate;;;;;C;20181010
20181005;ANM;YPRE;Land Developments - Stage;;;;;C;20181010
20181008;ANM;YSTA;Stage;;;;YLAND;M;20181010
20181008;ACT;YPJMCRE;;;;;;C;20181010
20181008;ACT;YUPDTITREG;Update title registration;;;;YLAND;C;20181010
20181009;ACT;YUPDYLD;;;;;;C;20181010
20181002;ATB;YSTAGREG; Land development message ;[PATCH]/SRC_20181005;;;YLAND;M;20181010
20181004;ATB;YSTAYLD;;[PATCH]/SRC_20181005;;;YLAND;M;20181010
20180928;AMK;YEST;;[PATCH]/SRC_20181005;;;YLAND;M;20181010
20181004;AMK;YEST;Land Developments - Estate;[PATCH]/SRC_20181005;;;YLAND;M;20181010
20180926;AMK;YGSC;Lot;[PATCH]/SRC_20181005;;;YLAND;M;20181010
20180927;AMK;YLOT;Land Developments - Precinct;[PATCH]/SRC_20181005;;;YLAND;M;20181010
20180926;AMK;YLOT;Land Developments - Stage;[PATCH]/SRC_20181005;;;;M;20181010
20180924;AMK;YPRE;Estate;[PATCH]/SRC_20181005;;;;M;20181010
20180925;AMK;YSTA;;[PATCH]/SRC_20181005;;;;M;20181010
20180924;AMK;YSTA;;[PATCH]/SRC_20181005;;;YLAND;C;20181010
20180924;AMK;YSTA1;Precinct;[PATCH]/SRC_20181005;;;YLAND;M;20181010
20180924;AMK;YSTITREGUPD;;[PATCH]/SRC_20181005;;;YLAND;C;20181010
20181004;AMK;YSYLDUPD;Land Developments - Stage;[PATCH]/SRC_20181005;;;;C;20181010
20181004;AWI;OYSTA;;[PATCH]/SRC_20181005;;;;M;20181010
20181004;AWI;OYSTA;Site group;[PATCH]/SRC_20181005;;;;M;20181010
20181004;AWI;YGENUTR;Land Developent - Estate;[PATCH]/SRC_20181005;;;;C;20181010
20181004;AOE;YCCELAND;Land Developent - Precinct;[PATCH]/SRC_20181005;;;;C;20181010
20181005;AOE;YFACGROUP;Land Developent - Stage;[PATCH]/SRC_20181005;;;;C;20181010
20181005;ACLA;YSTA;Land Developent - Lot;[PATCH]/SRC_20181005;;;;C;20181010
