Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20181024;ATB;YGSCGEN;Sales contract customer;;DFCX1-169;MAJID;;M;20181026
20181026;ATB;YSALREB;Workflow;;;MAJID;;M;20181026
20181023;ATB;YSCCUST;Estate Precincts;;;;;M;20181026
20181026;ATB;YSCRECEIPT;Sales Contract - General;;;MAJID;;M;20181026
20181023;ATB;YSCWCMT;Sales Contract Header;;;MAJID;YLAND;M;20181026
20181024;ATB;YSCWRKFLW;Sales Contract;;;MAJID;YLAND;M;20181026
20181025;AMK;YEST2;Land Developm - Sales Contract;;;MAJID;YLAND;M;20181026
20181025;AMK;YGSC;General;;;MAJID;;M;20181026
20181025;AMK;YGSC1;General;;;MAJID;;M;20181026
20181025;AMK;YLDP;General schema;;;MAJID;;M;20181026
20181024;AMK;YLDP1;Sales Rebates;;;MAJID;;M;20181026
20181026;AMK;YSLC;Sales contract receipting deta;;;MAJID;;M;20181026
20181024;AMK;YSLC1;Sales contract workflow;;;MAJID;;M;20181026
20181026;AMK;YSLC2;Workflow comments;;;MAJID;;M;20181026
20181025;AMK;YSLC4;General Scheme;;;MAJID;;M;20181026
20181025;AOB;YSLC;Land Purchase;;;MAJID;YLAND;M;20181026
20181025;AWI;OYSLC;Land purchase;;;MAJID;;M;20181026
