Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20181210;AML;6243;Settlement Rule;;DFCX1-187;MAJID;;M;20181210
20181204;AML;6244;;;;;;M;20181210
20181204;AML;6245;Land purchase;;;;YLAND;M;20181210
20181210;AML;6246;Lot select (Per Estate-Stage);;;MAJID;YLSP;M;20181210
20181205;AML;6255;;;;;;M;20181210
20181205;TRT;SPEYSETRUL;;;;;;M;20181210
20181205;TRT;SPEYSETRULT;;;;;;M;20181210
20181129;TRT;SUBYSETRUL; Calculation type ;[PATCH]/SRC_20181129;;;;M;20181210
20181129;TRT;SUBYSETRULT; Settlement process ;[PATCH]/SRC_20181129;;;;C;20181210
20181129;TRT;YPRESEL; Settlement GST ;[PATCH]/SRC_20181129;;;;C;20181210
20181129;TRT;YSELACCFCY; Amount amendment ;[PATCH]/SRC_20181129;;;;C;20181210
20181129;TRT;YSELBANFCY; Land development & Settlement;[PATCH]/SRC_20181129;;;;C;20181210
20181129;TRT;YSELBPCBCG;Settlement Rule;[PATCH]/SRC_20181129;;;;C;20181210
20181129;TRT;YSELCCEEST;Settlement Rule type;[PATCH]/SRC_20181129;;;;C;20181210
20181129;TRT;YSELELA;Settlement Rule;[PATCH]/SRC_20181129;;;;C;20181210
20181129;TRT;YSELFCYGRP;;[PATCH]/SRC_20181129;;;;C;20181210
20181129;TRT;YSELLNDPUR;;[PATCH]/SRC_20181129;;;;M;20181210
20181129;TRT;YSELLOT;;[PATCH]/SRC_20181129;;;;C;20181210
20181129;TRT;YSTASEL;;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ANM;YSETR;;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ACT;YELASEL;;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ACT;YSELACCFCY;;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ACT;YSELBANFCY;Setup rule;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ACT;YSELLOT;ELA selection;[PATCH]/SRC_20181129;;;YICLA;C;20181210
20181129;AFC;GESYSETRUL;Account selection (Per Site);[PATCH]/SRC_20181129;;;YLSP;C;20181210
20181129;AFC;GESYSETRULT;Bank selection (Per Site);[PATCH]/SRC_20181129;;;;C;20181210
20181129;ACL;YTACC;Settlement Rule;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ATY;YLND;Settlement Rule type;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ATY;YSRID;Mandatory for Inter entity;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ATY;YSRLTYP;Settlement rule ID;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ATB;YSETRUL;Land Settlement rule type;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ATB;YSETRULTYP;Settlement Rule;[PATCH]/SRC_20181129;;;;C;20181210
20181129;AMK;YLOT3;Settlement Rule type;[PATCH]/SRC_20181129;;;;C;20181210
20181129;AMK;YSETRUL;Lot Analytics;[PATCH]/SRC_20181129;;;YLAND;M;20181210
20181129;AMK;YSETRULTYP;Settlement Rule type;[PATCH]/SRC_20181129;;;;C;20181210
20181129;AMK;YSETRULTYP;Settlement Rule;[PATCH]/SRC_20181129;;;;C;20181210
20181129;AOB;YSETRUL;Settlement Rule type;[PATCH]/SRC_20181129;;;;C;20181210
20181129;AOB;YSETRULT;Settlement Rule;[PATCH]/SRC_20181129;;;;C;20181210
20181129;AWI;OYSETRUL;Settlement Rule type;[PATCH]/SRC_20181129;;;;M;20181210
20181129;AWI;OYSETRULTYP;Settlement rule;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ACLA;YSETRUL;Settlement Rule;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ASW;YSETRUL;Settlement Rule Type;[PATCH]/SRC_20181129;;;;C;20181210
20181129;ACLA;YSETRULTYP;Settlement Rule type;[PATCH]/SRC_20181129;;;;C;20181210
20181210;ASW;YSETRULTYP;;;;;;C;20181210
