Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190213;ACV;YICBS;Patch versions management;;DFCX1-27c;DH;;M;20190213
20190204;AML;6250;;;;;;M;20190213
20190204;AML;6252;;;;;;M;20190213
20190205;AML;6253;Payement simulation;;;;;M;20190213
20190205;AML;6254;;;;;;M;20190213
20190201;TRT;SPEGAS;Business batch entry;;;;YICBS;M;20190213
20190131;TRT;SPEGTE;Journal entry;;;;YICBS;M;20190213
20190124;TRT;SPEJOU;;;;;;M;20190213
20181214;TRT;SPEYBBVAL;;;;;;M;20190213
20181220;TRT;SPEYCHKJOU;;;;;;M;20190213
20181214;TRT;SUBGAS;;;;;;M;20190213
20190208;TRT;SUBYBB;;;;;;M;20190213
20181214;TRT;YBBACCSEL;;;;;;C;20190213
20181213;TRT;YBBBANSEL;Dimension selection;;;;YICBS;M;20190213
20181210;TRT;YBBDIESEL;;;;;YICBS;M;20190213
20181207;TRT;YBBJNLENT;Business batch;;;;;M;20190213
20181211;TRT;YBBSELACC;;;;;;M;20190213
20190204;TRT;YBBSELBP;;;;;YICBS;M;20190213
20181214;TRT;YBBSELELA;Document types;;;;;M;20190213
20181122;TRT;YBBSELGTE;Financial;;;;;M;20190213
20190131;TRT;YBBSELJOU;Business batch transaction;;;;YICBS;M;20190213
20181204;TRT;YBBSELTAX;Accounting entries;;;;;M;20190213
20181204;TRT;YDEFJOUSEL;;;;;;C;20190213
20190201;ETA;YBBSIMRPT;Journal entry;;;;;M;20190213
20181204;ETA;YBBTAXINV;Accounting entries;;;;YICBS;M;20190213
20190208;ANM;YBBHS;Business batch post simulation;;;;;C;20190213
20181113;ACT;YBBBANSEL;Inter company ELA;;;;;M;20190213
20181203;ACT;YBBBANSEL;;;;;;C;20190213
20181204;ACT;YBBDIESEL;;;;;;M;20190213
20190124;ACT;YBBDIESEL;Journal entry;;;;;M;20190213
20181204;ACT;YBBJNLENT;Visual business batch;;;;YICBS;M;20190213
20181204;ACT;YBBSELBP;Journal entry;;;;;M;20190213
20190201;ACT;YBBSELELA;Accounting entries;;;;;M;20190213
