Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190306;ACV;YICBS;;;DFCX1-27c;DH;;M;20190313
20190219;AML;6250;User site selection;;;;YICBS;M;20190313
20190308;AML;6252;Business batch transaction;;;DH;;C;20190313
20190226;AML;6253;Business batch header;;;;;M;20190313
20190215;AML;6254;BP number;;;;;M;20190313
20190213;TRT;SPEBAN;;;;;;M;20190313
20190213;TRT;SPEGAS;;;;;;M;20190313
20190213;TRT;SPEGTE;;;;;;C;20190313
20190213;TRT;SPEJOU;;;;;;M;20190313
20190204;TRT;SPEYBB;;;;;;M;20190313
20190204;TRT;SPEYBBJNLENT;;;;;;M;20190313
20190205;TRT;SPEYBBVAL;Payement simulation;;;;;M;20190313
20190205;TRT;SPEYCHKJOU;;;;;;M;20190313
20190131;TRT;SPEYJNLBBENT;Journal entry;;;;YICBS;M;20190313
20190124;TRT;SPEYUSRFCYSEL;;;;;;M;20190313
20181214;TRT;SUBYBB;;;;;;M;20190313
20190307;TRT;YBBACCSEL;Business batch;;;DH;YICBS;M;20190313
20181214;TRT;YBBBANSEL;;;;;;M;20190313
20190208;TRT;YBBDIESEL;;;;;;M;20190313
20181214;TRT;YBBSELACC;;;;;;C;20190313
20181213;TRT;YBBSELBP;Dimension selection;;;;YICBS;M;20190313
20190307;TRT;YBBSELELA;;;;DH;YICBS;M;20190313
20181207;TRT;YBBSELGTE;Business batch;;;;;M;20190313
20181211;TRT;YBBSELJOU;;;;;;M;20190313
20190227;TRT;YBBSELTAX;;;;;YICBS;M;20190313
20181214;TRT;YBBSIMRPT;Document types;;;;;M;20190313
20181122;TRT;YDEFJOUSEL;Financial;;;;;M;20190313
20181204;ETA;YBBTAXINV;Accounting entries;;;;;M;20190313
20190312;ANM;YBBHS;Visual journals;;;DH;YICBS;M;20190313
20190213;ACT;YBBACCSEL;Journal entry;;;;;M;20190313
20190213;ACT;YBBBANSEL;Accounting entries;;;;YICBS;M;20190313
20190208;ACT;YBBBANSEL;Business batch post simulation;;;;;C;20190313
20181113;ACT;YBBDIESEL;Inter company ELA;;;;;M;20190313
20181203;ACT;YBBJNLENT;;;;;;C;20190313
20181204;ACT;YBBSELBP;;;;;;M;20190313
20190124;ACT;YBBSELELA;Journal entry;;;;;M;20190313
20190308;ACT;YBBSELELA;Visual business batch;;;DH;YICBS;M;20190313
20190213;ACT;YBBSELGTE;Journal entry;;;;;M;20190313
20190201;ACT;YBBSELJOU;Accounting entries;;;;;M;20190313
20190226;ACT;YBBSELTAX;Business batch simulation;;;;;M;20190313
20190227;ACT;YBBSIMRPT;Business batch;;;;;M;20190313
20190313;ACT;YBBVAL;Bank ELA;;;DH;;M;20190313
20190226;ACT;YBBVAL;Business batch;;;;;M;20190313
20190109;ACT;YCHKJOU;BP selection;;;;YICBS;M;20190313
20181019;ACT;YDEFJOUSEL;;;;;;M;20190313
20190109;ACT;YJNLENT;Business batch details temp;;;;;M;20190313
20190226;ACT;YUSRFCYSEL;Business batch details;;;;;M;20190313
20190227;ACT;YVISBB;Business batch;;;;;M;20190313
20181101;ACT;YVISJOU;;;;;;C;20190313
20181207;AFC;GESYBB;Business Batch Simulation Rpt;;;;YICBS;C;20190313
20181212;ATY;YBPR;;;;;;C;20190313
20181214;ATB;GACCENTRYD;;;;;;C;20190313
20190103;ATB;GJOURNAL;Tax selection;;;;;M;20190313
20190103;ATB;GTYPACCENT;;;;;;M;20190313
20190109;ATB;YBANELA;Business Batch Tax Invoice;;;;;C;20190313
20190201;ATB;YBBDETAIL;Accounting entries;;;;;M;20190313
20190201;ATB;YBBDETAIL;;;;;;M;20190313
20190211;ATB;YBBDETAILTEM;Accounting entries;;;;;M;20190313
20190213;ATB;YBBERR;;;;;;M;20190313
20190221;ATB;YBBHEADER;;;;;;M;20190313
20190226;ATB;YBBHEADER;;;;;;M;20190313
20190301;ATB;YBBPSIM;Bank accounts;;;;;M;20190313
20181010;ATB;YBBSIM;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;ATB;YBBSIM;Business batch;[PATCH]/SRC_20181010;;;YICBS;M;20190313
20181010;ATB;YICELA;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;ATB;YPAYMSIM;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;BAN0;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;BPS2;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;GACCENT2;Business batch;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;GTE1; Business batch status ;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;GTE1; Business batch category ;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;JOU0; Business batch messages ;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;JOU0; Document type ;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;WMAC2STDCO;Business batch;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;WMAC2STDLI;Business batch;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;WMAC2STDON;Business batch details;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;XVERPAT;Business batch header;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;YAPRESET;Business batch details;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;YBUSBAT0;Business batch errors;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;YBUSBAT0;Business batch simulation;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;YBUSBAT2;Business batch;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;YBUSBAT2;Business batch;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;YBUSBAT3;Business batch transaction;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AMK;YBUSBAT3;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AOB;GAS;Business batch;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AOB;YBB;Journal codes;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AOB;YBB;Document types;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AWI;OGAS;Entry type selection;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AWI;OGASCUR;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AWI;OGGSTD;Journal selection;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AWI;OYBBT;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AWI;WOGG1PAGE;Bank selection;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AWI;WOGGSTDCO;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AWI;WOGGSTDLI;Account select;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AWI;YOBBT;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AWI;YOBBT;ELA selection;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AOE;GASTEMP;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AOE;YBBIMP;Dimension selection;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AOE;YGASIMP;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;AOE;YGASTEMP;IC - Business Batch;[PATCH]/SRC_20181010;;;;M;20190313
20181010;ACLA;YBBD;Business batch validate;[PATCH]/SRC_20181010;;;;M;20190313
20181010;ASW;YBBT;;[PATCH]/SRC_20181010;;;;M;20190313
20181010;ACLA;YBBT;Business batch number;[PATCH]/SRC_20181010;;;;M;20190313
