Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20181002;AML;6255;General Scheme;;DFCX1-169;MAJID;YLAND;M;20181004
20181004;TRT;SPEYFACGROUP;Land Developments - Stage;;;MAJID;YLAND;M;20181004
20180928;TRT;SPEYPJMCRE;Lot;;;MAJID;YLAND;M;20181004
20181004;TRT;SUBYEST;Developer/PM Job creation;;;MAJID;YLAND;M;20181004
20180926;TRT;SUBYLOT;Precinct;;;;YLAND;M;20181004
20180927;TRT;SUBYPRE;;;;;YLAND;M;20181004
20180926;TRT;SUBYSTA;Land Developments - Precinct;[PATCH]/SRC_20180926;;;;M;20181004
20180924;AMK;YEST;;[PATCH]/SRC_20180926;;;;M;20181004
20180925;AMK;YGSC;Land Developments - Estate;[PATCH]/SRC_20180926;;;;M;20181004
20180924;AMK;YLOT;Estate;[PATCH]/SRC_20180926;;;YLAND;C;20181004
20180924;AMK;YPRE;;[PATCH]/SRC_20180926;;;YLAND;M;20181004
20180924;AMK;YSTA;Site group;[PATCH]/SRC_20180926;;;YLAND;C;20181004
20181004;AWI;OYSTA;;;;;;C;20181004
20181004;AOE;YCCELAND;;;;;;M;20181004
20181004;AOE;YFACGROUP;;;;;;M;20181004
