Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190305;EXE;SUBTPY;Business batch transaction;;DFCX1-28;DH;YICBS;M;20190306
20190130;ADC;SUBYARST;;[PATCH]/SRC_20190305;;DH;;C;20190306
20190130;TRT;SPEYAPARPST;;[PATCH]/SRC_20190305;;DH;;M;20190306
20190130;TRT;SUBYARST;;[PATCH]/SRC_20190305;;DH;;M;20190306
20190130;TRT;YPAYPST;;[PATCH]/SRC_20190305;;DH;;M;20190306
20190130;ACT;YAPRE;;[PATCH]/SRC_20190305;;DH;;C;20190306
20190130;ACT;YCLRAPAR;;[PATCH]/SRC_20190305;;DH;YAPRE;M;20190306
20190110;AFC;YAPRE;;[PATCH]/SRC_20190305;;DH;;M;20190306
20190205;ATB;PAYMENTH;AP/AR IE batch reset;[PATCH]/SRC_20190305;;DH;;M;20190306
20190110;ATB;YPAYERR;Payment header;[PATCH]/SRC_20190305;;DH;;M;20190306
20190110;ATB;YPAYMSIM;Payement simulation;[PATCH]/SRC_20190305;;DH;;M;20190306
20190110;AMK;PAY0;;[PATCH]/SRC_20190305;;DH;;M;20190306
20190110;AMK;PAY00;;[PATCH]/SRC_20190305;;DH;;M;20190306
20190110;AMK;YAPRESET;AP/AR batch reset;[PATCH]/SRC_20190305;;DH;;M;20190306
20190109;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20190305;;DH;;C;20190306
20190201;ADP;YDFCGTE;Entry type parameter;[PATCH]/SRC_20190305;;DH;;M;20190306
20181218;ADP;YDFCJOU;Journal parameter;[PATCH]/SRC_20190305;;DH;;M;20190306
20181219;AWI;OYAPRE;;[PATCH]/SRC_20190305;;DH;;M;20190306
20181217;AWI;WOPYBPAYAUS;Payments;[PATCH]/SRC_20190305;;DH;;M;20190306
20181218;AWI;WOPYCHQAUS;;[PATCH]/SRC_20190305;;DH;;C;20190306
20181219;AWI;WOPYEFTAUS;Payments;[PATCH]/SRC_20190305;;DH;;C;20190306
20181219;AWI;WOPYRCNAUS;;[PATCH]/SRC_20190305;;DH;;C;20190306
20181219;AWI;WOPYTRFAUS;;[PATCH]/SRC_20190305;;DH;;C;20190306
20181219;AWI;YOBBT;Payment;[PATCH]/SRC_20190305;;DH;;C;20190306
20181219;ABT;YPAYPST;Payment GL posting;[PATCH]/SRC_20190305;;DH;;C;20190306
20190304;ABA;YPAYPST;AP/AR post errors;[PATCH]/SRC_20190305;;DH;;M;20190306
