Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20180912;ACV;YICBS;;;DFCX1-27;;;C;20180925
20180921;TRT;SPEYBBVAL;Business batch details;;;;;M;20180925
20180920;TRT;YSELELA;Dimension selection;;;;YICBS;M;20180925
20180910;ACT;YBBDIESEL;;;;;;C;20180925
20180918;ACT;YBBSELACC;;;;;;C;20180925
20180924;ACT;YBBSELELA;;;;;;M;20180925
20180924;ACT;YBBSELGTE;Journal codes;;;;;M;20180925
20180924;ACT;YBBSELJOU;Journal codes;;;;;M;20180925
20180924;ACT;YELASEL;Journal codes;;;;;M;20180925
20180911;AFC;GESYBBT;;;;;;C;20180925
20180924;ATY;YBBN;Business batch;;;;;M;20180925
20180925;ATY;YLONAGR;Business batch;;;;;M;20180925
20180924;ATB;GJOURNAL;Document types;;;;;M;20180925
20180924;ATB;GTYPACCENT;Document types;;;;;M;20180925
20180921;ATB;YBBDETAIL;Business batch transaction;;;;YICBS;M;20180925
20180911;ATB;YBBDETAIL;;;;;;C;20180925
20180925;ATB;YBBDETTEMP;Business batch;;;;;C;20180925
20180925;ATB;YBBERR;Business batch details;;;;;C;20180925
20180925;ATB;YBBHEADER;Business batch;;;;;C;20180925
20180829;ATB;YBBSIM;Business batch transaction;[PATCH]/SRC_20180907;;;YICBS;M;20180925
20180829;AMK;GTE1;;[PATCH]/SRC_20180907;;;;C;20180925
20180807;AMK;JOU0;;[PATCH]/SRC_20180907;;;;C;20180925
20180828;AMK;JOU1;IC - Business Batch;[PATCH]/SRC_20180907;;;YICBS;M;20180925
20180828;AMK;YBUSBAT0;;[PATCH]/SRC_20180907;;;;C;20180925
20180903;AMK;YBUSBAT0;Business batch details;[PATCH]/SRC_20180907;;;;M;20180925
20180829;AMK;YBUSBAT1;Business batch details temp;[PATCH]/SRC_20180907;;;;M;20180925
20180829;AMK;YBUSBAT1;Business batch simulation;[PATCH]/SRC_20180907;;;;M;20180925
20180829;AMK;YBUSBAT2;Business batch errors;[PATCH]/SRC_20180907;;;;M;20180925
20180830;AMK;YBUSBAT3;Business batch;[PATCH]/SRC_20180907;;;;M;20180925
20180905;AOB;OBBT;Business batch;[PATCH]/SRC_20180907;;;;M;20180925
20180828;AOB;YBB;Business batch;[PATCH]/SRC_20180907;;;;M;20180925
20180828;AOB;YBBT;Business batch;[PATCH]/SRC_20180907;;;;M;20180925
20180829;AWI;YOBBT;Business batch transaction;[PATCH]/SRC_20180907;;;YICBS;M;20180925
20180830;ACLA;YBBD;ELA selection;[PATCH]/SRC_20180907;;;YICLA;M;20180925
20180830;ACLA;YBBT;;[PATCH]/SRC_20180907;;;;M;20180925
20180830;ASW;YBBT;;[PATCH]/SRC_20180907;;;;M;20180925
