Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190321;ACV;YICBS;Business batch;;DFCX1-27c;DH;;M;20190329
20190321;AML;6250;Business batch number;;;DH;YICBS;M;20190329
20190321;AML;6252;Business batch errors;;;DH;;M;20190329
20190306;AML;6253;;;;;;M;20190329
20190219;AML;6254;User site selection;;;;YICBS;M;20190329
20190308;TRT;SPEBAN;;;;;;C;20190329
20190321;TRT;SPEGAS;Business batch header;;;DH;;M;20190329
20190215;TRT;SPEGTE;BP number;;;;;M;20190329
20190213;TRT;SPEJOU;;;;;;M;20190329
20190213;TRT;SPEYBB;;;;;;M;20190329
20190213;TRT;SPEYBBIMPTMP;;;;;;C;20190329
20190213;TRT;SPEYBBJNLENT;;;;;;M;20190329
20190205;TRT;SPEYBBVAL;Payement simulation;;;;;M;20190329
20190205;TRT;SPEYCHKJOU;;;;;;M;20190329
20190131;TRT;SPEYJNLBBENT;Journal entry;;;;YICBS;M;20190329
20190124;TRT;SPEYUSRFCYSEL;;;;;;M;20190329
20181214;TRT;SUBYBB;;;;;;M;20190329
20190307;TRT;YBBACCSEL;Business batch;;;;YICBS;M;20190329
20181214;TRT;YBBBANSEL;;;;;;M;20190329
20181214;TRT;YBBDIESEL;;;;;;C;20190329
20181213;TRT;YBBSELACC;Dimension selection;;;;YICBS;M;20190329
20190327;TRT;YBBSELBP;;;;DH;YICBS;M;20190329
20181211;TRT;YBBSELELA;;;;;;M;20190329
20190227;TRT;YBBSELGTE;;;;;YICBS;M;20190329
20181214;TRT;YBBSELJOU;Document types;;;;;M;20190329
20181122;TRT;YBBSELTAX;Financial;;;;;M;20190329
20181204;TRT;YBBSIMRPT;Accounting entries;;;;;M;20190329
20190312;TRT;YDEFJOUSEL;Visual journals;;;;YICBS;M;20190329
20190213;ETA;YBBSIMRPT;Journal entry;;;;;M;20190329
20190213;ETA;YBBTAXINV;Accounting entries;;;;YICBS;M;20190329
20190208;ANM;YBBHS;Business batch post simulation;;;;;C;20190329
20181113;ACT;YBBBANSEL;Inter company ELA;;;;;M;20190329
20181203;ACT;YBBBANSEL;;;;;;C;20190329
20181204;ACT;YBBDIESEL;;;;;;M;20190329
20190308;ACT;YBBDIESEL;Visual business batch;;;;YICBS;M;20190329
20190213;ACT;YBBJNLENT;Journal entry;;;;;M;20190329
20190201;ACT;YBBSELBP;Accounting entries;;;;;M;20190329
20190321;ACT;YBBSELELA;Business batch simulation;;;DH;;M;20190329
20190321;ACT;YBBSELELA;Business batch;;;DH;;M;20190329
20190313;ACT;YBBSELGTE;Bank ELA;;;;;M;20190329
20190321;ACT;YBBSELJOU;Business batch;;;DH;;M;20190329
20190109;ACT;YBBSELTAX;BP selection;;;;YICBS;M;20190329
20181019;ACT;YBBSIMRPT;;;;;;M;20190329
20190321;ACT;YBBVAL;Business batch details temp;;;DH;;M;20190329
20190321;ACT;YBBVAL;Business batch details;;;DH;;M;20190329
20190321;ACT;YCHKJOU;Business batch;;;DH;;M;20190329
20181101;ACT;YDEFJOUSEL;;;;;;C;20190329
20181207;ACT;YJNLENT;Business Batch Simulation Rpt;;;;YICBS;C;20190329
20181212;ACT;YUSRFCYSEL;;;;;;C;20190329
20181214;ACT;YVISBB;;;;;;C;20190329
20190103;ACT;YVISJOU;Tax selection;;;;;M;20190329
20190103;AFC;GESYBB;;;;;;M;20190329
20190109;ATY;YBBN;Business Batch Tax Invoice;;;;;C;20190329
20190201;ATY;YBPR;Accounting entries;;;;;M;20190329
20190201;ATB;GACCENTRYD;;;;;;M;20190329
20190211;ATB;GJOURNAL;Accounting entries;;;;;M;20190329
20190213;ATB;GTYPACCENT;;;;;;M;20190329
20190221;ATB;YBANELA;;;;;;M;20190329
20190226;ATB;YBBDETAIL;;;;;;M;20190329
20190301;ATB;YBBDETAIL;Bank accounts;;;;;M;20190329
20181010;ATB;YBBDETAILTEM;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;ATB;YBBERR;Business batch;[PATCH]/SRC_20181010;;;YICBS;M;20190329
20181010;ATB;YBBERR;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;ATB;YBBHEADER;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;ATB;YBBHEADER;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;ATB;YBBPSIM;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;ATB;YBBSIM;Business batch;[PATCH]/SRC_20181010;;;;M;20190329
20181010;ATB;YBBSIM; Business batch status ;[PATCH]/SRC_20181010;;;;M;20190329
20181010;ATB;YICELA; Business batch category ;[PATCH]/SRC_20181010;;;;M;20190329
20181010;ATB;YPAYMSIM; Business batch messages ;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;BAN0; Document type ;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;BPS2;Business batch;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;GTE1;Business batch;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;GTE1;Business batch details;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;JOU0;Business batch header;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;JOU0;Business batch details;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;XVERPAT;Business batch errors;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;YAPRESET;Business batch simulation;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;YBUSBAT0;Business batch;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;YBUSBAT0;Business batch;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;YBUSBAT1;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;YBUSBAT2;Business batch;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;YBUSBAT2;Journal codes;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AMK;YBUSBAT3;Document types;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AOB;GAS;Entry type selection;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AOB;YBB;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AOB;YBB;Journal selection;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AWI;OGAS;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AWI;OGASCUR;Bank selection;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AWI;OGGSTD;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AWI;OYBBT;Account select;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AWI;WOGG1PAGE;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AWI;WOGGSTDCO;ELA selection;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AWI;WOGGSTDLI;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AOE;GASTEMP;Dimension selection;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AOE;YBBIMP;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AOE;YGASIMP;IC - Business Batch;[PATCH]/SRC_20181010;;;;M;20190329
20181010;AOE;YGASTEMP;Business batch validate;[PATCH]/SRC_20181010;;;;M;20190329
20181010;ACLA;YBBD;;[PATCH]/SRC_20181010;;;;M;20190329
20181010;ACLA;YBBT;Business batch number;[PATCH]/SRC_20181010;;;;M;20190329
20190329;ASW;YBBT;;;;;;C;20190329
