Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190314;ACV;YICBS;Journal entry;;DFCX1-27c;DH;;M;20190314
20190306;AML;6250;;;;DH;;M;20190314
20190219;AML;6252;User site selection;;;;YICBS;M;20190314
20190308;AML;6253;Business batch transaction;;;DH;;C;20190314
20190226;AML;6254;Business batch header;;;;;M;20190314
20190215;TRT;SPEBAN;BP number;;;;;M;20190314
20190213;TRT;SPEGAS;;;;;;M;20190314
20190213;TRT;SPEGTE;;;;;;M;20190314
20190213;TRT;SPEJOU;;;;;;C;20190314
20190213;TRT;SPEYBB;;;;;;M;20190314
20190314;TRT;SPEYBBJNLENT;;;;DH;;M;20190314
20190314;TRT;SPEYBBVAL;;;;DH;;M;20190314
20190205;TRT;SPEYCHKJOU;Payement simulation;;;;;M;20190314
20190205;TRT;SPEYJNLBBENT;;;;;;M;20190314
20190131;TRT;SPEYUSRFCYSEL;Journal entry;;;;YICBS;M;20190314
20190124;TRT;SUBGAS;;;;;;M;20190314
20181214;TRT;YBBACCSEL;;;;;;M;20190314
20190307;TRT;YBBBANSEL;Business batch;;;DH;YICBS;M;20190314
20181214;TRT;YBBDIESEL;;;;;;M;20190314
20190314;TRT;YBBSELACC;;;;DH;;M;20190314
20181214;TRT;YBBSELBP;;;;;;C;20190314
20181213;TRT;YBBSELELA;Dimension selection;;;;YICBS;M;20190314
20190307;TRT;YBBSELGTE;;;;DH;YICBS;M;20190314
20181207;TRT;YBBSELJOU;Business batch;;;;;M;20190314
20181211;TRT;YBBSELTAX;;;;;;M;20190314
20190227;TRT;YBBSIMRPT;;;;;YICBS;M;20190314
20181214;TRT;YDEFJOUSEL;Document types;;;;;M;20190314
20181122;ETA;YBBSIMRPT;Financial;;;;;M;20190314
20181204;ETA;YBBTAXINV;Accounting entries;;;;;M;20190314
20190312;ANM;YBBHS;Visual journals;;;DH;YICBS;M;20190314
20190213;ACT;YBBACCSEL;Journal entry;;;;;M;20190314
20190213;ACT;YBBBANSEL;Accounting entries;;;;YICBS;M;20190314
20190208;ACT;YBBBANSEL;Business batch post simulation;;;;;C;20190314
20181113;ACT;YBBDIESEL;Inter company ELA;;;;;M;20190314
20181203;ACT;YBBJNLENT;;;;;;C;20190314
20181204;ACT;YBBSELBP;;;;;;M;20190314
20190314;ACT;YBBSELELA;Journal entry;;;DH;;M;20190314
20190308;ACT;YBBSELELA;Visual business batch;;;DH;YICBS;M;20190314
20190213;ACT;YBBSELGTE;Journal entry;;;;;M;20190314
20190201;ACT;YBBSELJOU;Accounting entries;;;;;M;20190314
20190226;ACT;YBBSELTAX;Business batch simulation;;;;;M;20190314
20190227;ACT;YBBSIMRPT;Business batch;;;;;M;20190314
20190313;ACT;YBBVAL;Bank ELA;;;DH;;M;20190314
20190226;ACT;YBBVAL;Business batch;;;;;M;20190314
20190109;ACT;YCHKJOU;BP selection;;;;YICBS;M;20190314
20181019;ACT;YDEFJOUSEL;;;;;;M;20190314
20190109;ACT;YJNLENT;Business batch details temp;;;;;M;20190314
20190226;ACT;YUSRFCYSEL;Business batch details;;;;;M;20190314
20190227;ACT;YVISBB;Business batch;;;;;M;20190314
20181101;ACT;YVISJOU;;;;;;C;20190314
20181207;AFC;GESYBB;Business Batch Simulation Rpt;;;;YICBS;C;20190314
20181212;ATY;YBPR;;;;;;C;20190314
20181214;ATB;GACCENTRYD;;;;;;C;20190314
20190103;ATB;GJOURNAL;Tax selection;;;;;M;20190314
20190103;ATB;GTYPACCENT;;;;;;M;20190314
20190109;ATB;YBANELA;Business Batch Tax Invoice;;;;;C;20190314
20190201;ATB;YBBDETAIL;Accounting entries;;;;;M;20190314
20190201;ATB;YBBDETAIL;;;;;;M;20190314
20190211;ATB;YBBDETAILTEM;Accounting entries;;;;;M;20190314
20190213;ATB;YBBERR;;;;;;M;20190314
20190221;ATB;YBBHEADER;;;;;;M;20190314
20190226;ATB;YBBHEADER;;;;;;M;20190314
20190301;ATB;YBBPSIM;Bank accounts;;;;;M;20190314
20181010;ATB;YBBSIM;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;ATB;YBBSIM;Business batch;[PATCH]/SRC_20181010;;;YICBS;M;20190314
20181010;ATB;YICELA;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;ATB;YPAYMSIM;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;BAN0;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;BPS2;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;GACCENT2;Business batch;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;GACCENTR3; Business batch status ;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;GTE1; Business batch category ;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;GTE1; Business batch messages ;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;JOU0; Document type ;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;JOU0;Business batch;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;WMAC2STDCO;Business batch;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;WMAC2STDLI;Business batch details;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;WMAC2STDON;Business batch header;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;XVERPAT;Business batch details;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;YAPRESET;Business batch errors;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;YBUSBAT0;Business batch simulation;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;YBUSBAT0;Business batch;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;YBUSBAT2;Business batch;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;YBUSBAT2;Business batch transaction;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;YBUSBAT3;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AMK;YBUSBAT3;Business batch;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AOB;GAS;Journal codes;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AOB;YBB;Document types;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AOB;YBB;Entry type selection;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AWI;OGAS;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AWI;OGASCUR;Journal selection;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AWI;OGGSTD;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AWI;OYBBT;Bank selection;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AWI;WOGG1PAGE;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AWI;WOGGSTDCO;Account select;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AWI;WOGGSTDLI;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AWI;YOBBT;ELA selection;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AOE;GASTEMP;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AOE;YBBIMP;Dimension selection;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AOE;YGASIMP;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;AOE;YGASTEMP;IC - Business Batch;[PATCH]/SRC_20181010;;;;M;20190314
20181010;ACLA;YBBD;Business batch validate;[PATCH]/SRC_20181010;;;;M;20190314
20181010;ASW;YBBT;;[PATCH]/SRC_20181010;;;;M;20190314
20181010;ACLA;YBBT;Business batch number;[PATCH]/SRC_20181010;;;;M;20190314
