Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190219;ACV;YICBS;User site selection;;DFCX1-27c;;YICBS;M;20190226
20190218;AML;6250;;;;;;M;20190226
20190215;AML;6252;BP number;;;;;M;20190226
20190213;AML;6253;;;;;;M;20190226
20190213;AML;6254;;;;;;M;20190226
20190213;TRT;SPEGAS;;;;;;C;20190226
20190213;TRT;SPEGTE;;;;;;M;20190226
20190204;TRT;SPEJOU;;;;;;M;20190226
20190204;TRT;SPEYBB;;;;;;M;20190226
20190205;TRT;SPEYBBJNLENT;Payement simulation;;;;;M;20190226
20190205;TRT;SPEYBBVAL;;;;;;M;20190226
20190131;TRT;SPEYCHKJOU;Journal entry;;;;YICBS;M;20190226
20190124;TRT;SPEYJNLBBENT;;;;;;M;20190226
20181214;TRT;SUBGAS;;;;;;M;20190226
20181220;TRT;SUBYBB;;;;;;M;20190226
20181214;TRT;YBBACCSEL;;;;;;M;20190226
20190208;TRT;YBBBANSEL;;;;;;M;20190226
20181214;TRT;YBBDIESEL;;;;;;C;20190226
20181213;TRT;YBBSELACC;Dimension selection;;;;YICBS;M;20190226
20181210;TRT;YBBSELBP;;;;;YICBS;M;20190226
20181207;TRT;YBBSELELA;Business batch;;;;;M;20190226
20181211;TRT;YBBSELGTE;;;;;;M;20190226
20190204;TRT;YBBSELJOU;;;;;YICBS;M;20190226
20181214;TRT;YBBSELTAX;Document types;;;;;M;20190226
20181122;TRT;YBBSIMRPT;Financial;;;;;M;20190226
20190213;TRT;YDEFJOUSEL;Business batch transaction;;;;YICBS;M;20190226
20181204;ETA;YBBSIMRPT;Accounting entries;;;;;M;20190226
20181204;ETA;YBBTAXINV;;;;;;C;20190226
20190213;ANM;YBBHS;Journal entry;;;;;M;20190226
20190213;ACT;YBBACCSEL;Accounting entries;;;;YICBS;M;20190226
20190208;ACT;YBBBANSEL;Business batch post simulation;;;;;C;20190226
20181113;ACT;YBBDIESEL;Inter company ELA;;;;;M;20190226
20181203;ACT;YBBDIESEL;;;;;;C;20190226
20181204;ACT;YBBJNLENT;;;;;;M;20190226
20190124;ACT;YBBSELBP;Journal entry;;;;;M;20190226
20181204;ACT;YBBSELELA;Visual business batch;;;;YICBS;M;20190226
20190213;ACT;YBBSELELA;Journal entry;;;;;M;20190226
20190201;ACT;YBBSELGTE;Accounting entries;;;;;M;20190226
20190208;ACT;YBBSELJOU;Business batch simulation;;;;;M;20190226
20190219;ACT;YBBSELTAX;Business batch;;;;;M;20190226
20181120;ACT;YBBSIMRPT;Bank ELA;;;;;M;20190226
20190220;ACT;YBBVAL;Business batch;;;;;M;20190226
20190109;ACT;YBBVAL;BP selection;;;;YICBS;M;20190226
20181019;ACT;YCHKJOU;;;;;;M;20190226
20190109;ACT;YDEFJOUSEL;Business batch details temp;;;;;M;20190226
20190213;ACT;YJNLENT;Business batch details;;;;;M;20190226
20190220;ACT;YUSRFCYSEL;Business batch;;;;;M;20190226
20181101;ACT;YVISBB;;;;;;C;20190226
20181207;ACT;YVISJOU;Business Batch Simulation Rpt;;;;YICBS;C;20190226
20181212;AFC;GESYBB;;;;;;C;20190226
20181214;ATY;YBPR;;;;;;C;20190226
20190103;ATB;GACCENTRYD;Tax selection;;;;;M;20190226
20190103;ATB;GJOURNAL;;;;;;M;20190226
20190109;ATB;GTYPACCENT;Business Batch Tax Invoice;;;;;C;20190226
20190201;ATB;YBANELA;Accounting entries;;;;;M;20190226
20190201;ATB;YBBDETAIL;;;;;;M;20190226
20190211;ATB;YBBDETAIL;Accounting entries;;;;;M;20190226
20190213;ATB;YBBDETAILTEM;;;;;;M;20190226
20190221;ATB;YBBERR;;;;;;M;20190226
20190226;ATB;YBBHEADER;;;;;;M;20190226
20181010;ATB;YBBHEADER;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;ATB;YBBPSIM;Business batch;[PATCH]/SRC_20181010;;;YICBS;M;20190226
20181010;ATB;YBBSIM;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;ATB;YBBSIM;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;ATB;YICELA;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;ATB;YPAYMSIM;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;BAN0;Business batch;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;BPS2; Business batch status ;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;GACCENT2; Business batch category ;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;GTE1; Business batch messages ;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;GTE1; Document type ;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;JOU0;Business batch;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;JOU0;Business batch;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;WMAC2STDCO;Business batch details;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;WMAC2STDLI;Business batch header;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;WMAC2STDON;Business batch details;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;XVERPAT;Business batch errors;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;YAPRESET;Business batch simulation;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;YBUSBAT0;Business batch;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;YBUSBAT0;Business batch;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;YBUSBAT2;Business batch transaction;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;YBUSBAT2;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;YBUSBAT3;Business batch;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AMK;YBUSBAT3;Journal codes;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AOB;GAS;Document types;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AOB;YBB;Entry type selection;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AOB;YBB;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AWI;OGAS;Journal selection;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AWI;OGASCUR;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AWI;OGGSTD;Bank selection;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AWI;WOGG1PAGE;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AWI;WOGGSTDCO;Account select;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AWI;WOGGSTDLI;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AWI;YOBBT;ELA selection;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AWI;YOBBT;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AOE;GASTEMP;Dimension selection;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AOE;YBBIMP;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;AOE;YGASTEMP;IC - Business Batch;[PATCH]/SRC_20181010;;;;M;20190226
20181010;ACLA;YBBD;Business batch validate;[PATCH]/SRC_20181010;;;;M;20190226
20181010;ACLA;YBBT;;[PATCH]/SRC_20181010;;;;M;20190226
20181010;ASW;YBBT;Business batch number;[PATCH]/SRC_20181010;;;;M;20190226
