Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190315;ACV;YICBS;Business batch;;DFCX1-27c;DH;;M;20190315
20190306;AML;6250;;;;;;M;20190315
20190219;AML;6252;User site selection;;;;YICBS;M;20190315
20190308;AML;6253;;;;;;C;20190315
20190226;AML;6254;Business batch header;;;;;M;20190315
20190215;TRT;SPEBAN;BP number;;;;;M;20190315
20190213;TRT;SPEGAS;;;;;;M;20190315
20190213;TRT;SPEGTE;;;;;;M;20190315
20190213;TRT;SPEJOU;;;;;;C;20190315
20190213;TRT;SPEYBB;;;;;;M;20190315
20190205;TRT;SPEYBBJNLENT;Payement simulation;;;;;M;20190315
20190205;TRT;SPEYBBVAL;;;;;;M;20190315
20190131;TRT;SPEYCHKJOU;Journal entry;;;;YICBS;M;20190315
20190124;TRT;SPEYJNLBBENT;;;;;;M;20190315
20181214;TRT;SUBGAS;;;;;;M;20190315
20190307;TRT;SUBYBB;Business batch;;;;YICBS;M;20190315
20181214;TRT;YBBACCSEL;;;;;;M;20190315
20181214;TRT;YBBBANSEL;;;;;;C;20190315
20181213;TRT;YBBDIESEL;Dimension selection;;;;YICBS;M;20190315
20190307;TRT;YBBSELACC;;;;;YICBS;M;20190315
20181211;TRT;YBBSELBP;;;;;;M;20190315
20190227;TRT;YBBSELELA;;;;;YICBS;M;20190315
20181214;TRT;YBBSELGTE;Document types;;;;;M;20190315
20181122;TRT;YBBSELJOU;Financial;;;;;M;20190315
20181204;TRT;YBBSELTAX;Accounting entries;;;;;M;20190315
20190312;TRT;YBBSIMRPT;Visual journals;;;;YICBS;M;20190315
20190213;TRT;YDEFJOUSEL;Journal entry;;;;;M;20190315
20190213;ETA;YBBSIMRPT;Accounting entries;;;;YICBS;M;20190315
20190208;ETA;YBBTAXINV;Business batch post simulation;;;;;C;20190315
20181113;ACT;YBBACCSEL;Inter company ELA;;;;;M;20190315
20181203;ACT;YBBBANSEL;;;;;;C;20190315
20181204;ACT;YBBBANSEL;;;;;;M;20190315
20190308;ACT;YBBDIESEL;Visual business batch;;;;YICBS;M;20190315
20190213;ACT;YBBDIESEL;Journal entry;;;;;M;20190315
20190201;ACT;YBBJNLENT;Accounting entries;;;;;M;20190315
20190226;ACT;YBBSELBP;Business batch simulation;;;;;M;20190315
20190227;ACT;YBBSELELA;Business batch;;;;;M;20190315
20190313;ACT;YBBSELELA;Bank ELA;;;;;M;20190315
20190226;ACT;YBBSELGTE;Business batch;;;;;M;20190315
20190109;ACT;YBBSELJOU;BP selection;;;;YICBS;M;20190315
20181019;ACT;YBBSELTAX;;;;;;M;20190315
20190109;ACT;YBBSIMRPT;Business batch details temp;;;;;M;20190315
20190226;ACT;YBBVAL;Business batch details;;;;;M;20190315
20190227;ACT;YBBVAL;Business batch;;;;;M;20190315
20181101;ACT;YCHKJOU;;;;;;C;20190315
20181207;ACT;YDEFJOUSEL;Business Batch Simulation Rpt;;;;YICBS;C;20190315
20181212;ACT;YJNLENT;;;;;;C;20190315
20181214;ACT;YUSRFCYSEL;;;;;;C;20190315
20190103;ACT;YVISBB;Tax selection;;;;;M;20190315
20190103;ACT;YVISJOU;;;;;;M;20190315
20190109;AFC;GESYBB;Business Batch Tax Invoice;;;;;C;20190315
20190201;ATY;YBPR;Accounting entries;;;;;M;20190315
20190201;ATB;GACCENTRYD;;;;;;M;20190315
20190211;ATB;GJOURNAL;Accounting entries;;;;;M;20190315
20190213;ATB;GTYPACCENT;;;;;;M;20190315
20190221;ATB;YBANELA;;;;;;M;20190315
20190226;ATB;YBBDETAIL;;;;;;M;20190315
20190301;ATB;YBBDETAIL;Bank accounts;;;;;M;20190315
20181010;ATB;YBBDETAILTEM;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;ATB;YBBERR;Business batch;[PATCH]/SRC_20181010;;;YICBS;M;20190315
20181010;ATB;YBBHEADER;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;ATB;YBBHEADER;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;ATB;YBBPSIM;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;ATB;YBBSIM;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;ATB;YBBSIM;Business batch;[PATCH]/SRC_20181010;;;;M;20190315
20181010;ATB;YICELA; Business batch status ;[PATCH]/SRC_20181010;;;;M;20190315
20181010;ATB;YPAYMSIM; Business batch category ;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;BAN0; Business batch messages ;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;BPS2; Document type ;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;GTE1;Business batch;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;GTE1;Business batch;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;JOU0;Business batch details;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;JOU0;Business batch header;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;XVERPAT;Business batch details;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;YAPRESET;Business batch errors;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;YBUSBAT0;Business batch simulation;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;YBUSBAT0;Business batch;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;YBUSBAT2;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;YBUSBAT2;Business batch;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AMK;YBUSBAT3;Journal codes;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AOB;GAS;Document types;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AOB;YBB;Entry type selection;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AOB;YBB;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AWI;OGAS;Journal selection;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AWI;OGASCUR;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AWI;OGGSTD;Bank selection;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AWI;OYBBT;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AWI;WOGG1PAGE;Account select;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AWI;WOGGSTDCO;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AWI;WOGGSTDLI;ELA selection;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AOE;GASTEMP;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AOE;YBBIMP;Dimension selection;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AOE;YGASIMP;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;AOE;YGASTEMP;IC - Business Batch;[PATCH]/SRC_20181010;;;;M;20190315
20181010;ACLA;YBBD;Business batch validate;[PATCH]/SRC_20181010;;;;M;20190315
20181010;ASW;YBBT;;[PATCH]/SRC_20181010;;;;M;20190315
20181010;ACLA;YBBT;Business batch number;[PATCH]/SRC_20181010;;;;M;20190315
