Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190131;ACV;YICBS;Journal entry;;DFCX1-27;;YICBS;M;20190201
20190124;AML;6250;;;;;;M;20190201
20181214;AML;6253;;;;;;M;20190201
20181220;AML;6254;;;;;;M;20190201
20181214;TRT;SPEGAS;;;;;;M;20190201
20181207;TRT;SPEGTE;;;;;;M;20190201
20181214;TRT;SPEJOU;;;;;;C;20190201
20181213;TRT;SPEYBB;Dimension selection;;;;YICBS;M;20190201
20181210;TRT;SPEYBBVAL;;;;;YICBS;M;20190201
20181207;TRT;SPEYCHKJOU;Business batch;;;;;M;20190201
20181211;TRT;SUBYBB;;;;;;M;20190201
20190201;TRT;YBBACCSEL;;;;DH;YICBS;M;20190201
20181214;TRT;YBBBANSEL;Document types;;;;;M;20190201
20181122;TRT;YBBDIESEL;Financial;;;;;M;20190201
20190131;TRT;YBBJNLENT;Business batch transaction;;;;YICBS;M;20190201
20181204;TRT;YBBSELACC;Accounting entries;;;;;M;20190201
20181204;TRT;YBBSELBP;;;;;;C;20190201
20181204;TRT;YBBSELELA;Journal entry;;;;;M;20190201
20181204;TRT;YBBSELGTE;Accounting entries;;;;YICBS;M;20190201
20181203;TRT;YBBSELJOU;Business batch post simulation;;;;;M;20190201
20181113;TRT;YDEFJOUSEL;Inter company ELA;;;;;M;20190201
20181203;ETA;YBBSIMRPT;;;;;;C;20190201
20181204;ETA;YBBTAXINV;;;;;;M;20190201
20190124;ANM;YBBHS;Journal entry;;;;;M;20190201
20181204;ACT;YBBACCSEL;Visual business batch;;;;YICBS;M;20190201
20181204;ACT;YBBBANSEL;Journal entry;;;;;M;20190201
20181204;ACT;YBBBANSEL;Accounting entries;;;;;M;20190201
20190109;ACT;YBBDIESEL;Business batch simulation;;;;;M;20190201
20190104;ACT;YBBDIESEL;Business batch;;;;;M;20190201
20181120;ACT;YBBJNLENT;Bank ELA;;;;;M;20190201
20190109;ACT;YBBSELBP;Business batch;;;;;M;20190201
20190109;ACT;YBBSELELA;BP selection;;;;YICBS;M;20190201
20181019;ACT;YBBSELELA;;;;;;M;20190201
20190109;ACT;YBBSELGTE;Business batch details temp;;;;;M;20190201
20190125;ACT;YBBSELJOU;Business batch details;;;;;M;20190201
20190125;ACT;YBBSELTAX;Business batch;;;;;M;20190201
20181101;ACT;YBBVAL;;;;;;C;20190201
20181207;ACT;YBBVAL;Business Batch Simulation Rpt;;;;YICBS;C;20190201
20181212;ACT;YCHKJOU;;;;;;C;20190201
20181214;ACT;YDEFJOUSEL;;;;;;C;20190201
20190103;ACT;YJNLENT;Tax selection;;;;;M;20190201
20190103;ACT;YVISBB;;;;;;M;20190201
20190109;ACT;YVISJOU;Business Batch Tax Invoice;;;;;C;20190201
20190201;AFC;GESYBB;Accounting entries;;;;;M;20190201
20190201;ATB;GACCENTRYD;;;;;;M;20190201
20181010;ATB;GJOURNAL;;[PATCH]/SRC_20181010;;;;M;20190201
20181010;ATB;GTYPACCENT;Business batch;[PATCH]/SRC_20181010;;;YICBS;M;20190201
20181010;ATB;YBANELA;;[PATCH]/SRC_20181010;;;;M;20190201
20181010;ATB;YBBDETAIL;;[PATCH]/SRC_20181010;;;;M;20190201
