Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190219;ACV;YICBS;User site selection;;DFCX1-27c;DH;YICBS;M;20190225
20190218;AML;6250;;;;DH;;M;20190225
20190215;AML;6252;BP number;;;DH;;M;20190225
20190213;AML;6253;;;;DH;;M;20190225
20190213;AML;6254;;;;DH;;M;20190225
20190213;TRT;SPEGAS;;;;DH;;C;20190225
20190213;TRT;SPEGTE;;;;DH;;M;20190225
20190204;TRT;SPEJOU;;;;DH;;M;20190225
20190204;TRT;SPEYBB;;;;DH;;M;20190225
20190205;TRT;SPEYBBJNLENT;Payement simulation;;;DH;;M;20190225
20190205;TRT;SPEYBBVAL;;;;DH;;M;20190225
20190225;TRT;SPEYCHKJOU;Business batch entry;;;DH;YICBS;M;20190225
20190131;TRT;SPEYUSRFCYSEL;Journal entry;;;DH;YICBS;M;20190225
20190124;TRT;SUBGAS;;;;DH;;M;20190225
20181214;TRT;YBBACCSEL;;;;DH;;M;20190225
20181220;TRT;YBBBANSEL;;;;DH;;M;20190225
20181214;TRT;YBBDIESEL;;;;DH;;M;20190225
20190208;TRT;YBBJNLENT;;;;DH;;M;20190225
20181214;TRT;YBBSELACC;;;;DH;;C;20190225
20181213;TRT;YBBSELBP;Dimension selection;;;DH;YICBS;M;20190225
20181210;TRT;YBBSELELA;;;;DH;YICBS;M;20190225
20181207;TRT;YBBSELGTE;Business batch;;;DH;;M;20190225
20181211;TRT;YBBSELJOU;;;;DH;;M;20190225
20190204;TRT;YBBSELTAX;;;;DH;YICBS;M;20190225
20181214;TRT;YBBSIMRPT;Document types;;;DH;;M;20190225
20181122;TRT;YDEFJOUSEL;Financial;;;DH;;M;20190225
20190213;ETA;YBBSIMRPT;Business batch transaction;;;DH;YICBS;M;20190225
20181204;ETA;YBBTAXINV;Accounting entries;;;DH;;M;20190225
20181204;ANM;YBBHS;;;;DH;;C;20190225
20190213;ACT;YBBACCSEL;Journal entry;;;DH;;M;20190225
20190213;ACT;YBBBANSEL;Accounting entries;;;DH;YICBS;M;20190225
20190208;ACT;YBBBANSEL;Business batch post simulation;;;DH;;C;20190225
20181113;ACT;YBBDIESEL;Inter company ELA;;;DH;;M;20190225
20181203;ACT;YBBJNLENT;;;;DH;;C;20190225
20181204;ACT;YBBSELBP;;;;DH;;M;20190225
20190124;ACT;YBBSELELA;Journal entry;;;DH;;M;20190225
20181204;ACT;YBBSELELA;Visual business batch;;;DH;YICBS;M;20190225
20190213;ACT;YBBSELGTE;Journal entry;;;DH;;M;20190225
20190201;ACT;YBBSELJOU;Accounting entries;;;DH;;M;20190225
20190208;ACT;YBBSELTAX;Business batch simulation;;;DH;;M;20190225
20190219;ACT;YBBSIMRPT;Business batch;;;DH;;M;20190225
20181120;ACT;YBBVAL;Bank ELA;;;DH;;M;20190225
20190220;ACT;YBBVAL;Business batch;;;DH;;M;20190225
20190109;ACT;YCHKJOU;BP selection;;;DH;YICBS;M;20190225
20181019;ACT;YDEFJOUSEL;;;;DH;;M;20190225
20190109;ACT;YJNLBBENT;Business batch details temp;;;DH;;M;20190225
20190213;ACT;YJNLENT;Business batch details;;;DH;;M;20190225
20190220;ACT;YUSRFCYSEL;Business batch;;;DH;;M;20190225
20181101;ACT;YVISBB;;;;DH;;C;20190225
20181207;ACT;YVISJOU;Business Batch Simulation Rpt;;;DH;YICBS;C;20190225
20181212;AFC;GESYBB;;;;DH;;C;20190225
20181214;ATY;YBPR;;;;DH;;C;20190225
20190103;ATB;GACCENTRYD;Tax selection;;;DH;;M;20190225
20190103;ATB;GJOURNAL;;;;DH;;M;20190225
20190109;ATB;GTYPACCENT;Business Batch Tax Invoice;;;DH;;C;20190225
20190201;ATB;YBANELA;Accounting entries;;;DH;;M;20190225
20190201;ATB;YBBDETAIL;;;;DH;;M;20190225
20190211;ATB;YBBDETAIL;Accounting entries;;;DH;;M;20190225
20190213;ATB;YBBDETAILTEM;;;;DH;;M;20190225
20190221;ATB;YBBERR;;;;DH;;M;20190225
20190225;ATB;YBBHEADER;;;;DH;;M;20190225
20181010;ATB;YBBHEADER;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;ATB;YBBPSIM;Business batch;[PATCH]/SRC_20181010;;DH;YICBS;M;20190225
20181010;ATB;YBBSIM;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;ATB;YBBSIM;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;ATB;YICELA;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;ATB;YPAYMSIM;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;BAN0;Business batch;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;BPS2; Business batch status ;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;GACCENT2; Business batch category ;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;GTE1; Business batch messages ;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;GTE1; Document type ;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;JOU0;Business batch;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;JOU0;Business batch;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;WMAC2STDCO;Business batch details;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;WMAC2STDLI;Business batch header;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;WMAC2STDON;Business batch details;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;XVERPAT;Business batch errors;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;YAPRESET;Business batch simulation;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;YBUSBAT0;Business batch;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;YBUSBAT0;Business batch;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;YBUSBAT2;Business batch transaction;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;YBUSBAT2;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;YBUSBAT3;Business batch;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AMK;YBUSBAT3;Journal codes;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AOB;GAS;Document types;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AOB;YBB;Entry type selection;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AOB;YBB;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AWI;OGAS;Journal selection;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AWI;OGASCUR;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AWI;OGGSTD;Bank selection;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AWI;WOGG1PAGE;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AWI;WOGGSTDCO;Account select;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AWI;WOGGSTDLI;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AWI;YOBBT;ELA selection;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AWI;YOBBT;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AOE;GASTEMP;Dimension selection;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AOE;YBBIMP;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;AOE;YGASTEMP;IC - Business Batch;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;ACLA;YBBD;Business batch validate;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;ACLA;YBBT;;[PATCH]/SRC_20181010;;DH;;M;20190225
20181010;ASW;YBBT;Business batch number;[PATCH]/SRC_20181010;;DH;;M;20190225
