Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190213;ACV;YICBS;Journal entry;;DFCX1-27c;DH;;M;20190213
20190213;AML;6250;Journal entry;;;DH;;M;20190213
20190213;AML;6252;Simulation report;;;DH;;C;20190213
20190213;AML;6253;Patch versions management;;;DH;;M;20190213
20190204;AML;6254;;;;;;M;20190213
20190204;TRT;SPEGAS;;;;;;M;20190213
20190205;TRT;SPEGTE;Payement simulation;;;;;M;20190213
20190205;TRT;SPEJOU;;;;;;M;20190213
20190201;TRT;SPEYBB;Business batch entry;;;;YICBS;M;20190213
20190131;TRT;SPEYBBVAL;Journal entry;;;;YICBS;M;20190213
20190124;TRT;SPEYCHKJOU;;;;;;M;20190213
20181214;TRT;SUBYBB;;;;;;M;20190213
20181220;TRT;YBBACCSEL;;;;;;M;20190213
20181214;TRT;YBBBANSEL;;;;;;M;20190213
20190208;TRT;YBBDIESEL;;;;;;M;20190213
20181214;TRT;YBBJNLENT;;;;;;C;20190213
20181213;TRT;YBBSELACC;Dimension selection;;;;YICBS;M;20190213
20181210;TRT;YBBSELBP;;;;;YICBS;M;20190213
20181207;TRT;YBBSELELA;Business batch;;;;;M;20190213
20181211;TRT;YBBSELGTE;;;;;;M;20190213
20190204;TRT;YBBSELJOU;;;;;YICBS;M;20190213
20181214;TRT;YBBSELTAX;Document types;;;;;M;20190213
20181122;TRT;YDEFJOUSEL;Financial;;;;;M;20190213
20190213;ETA;YBBSIMRPT;Business batch transaction;;;DH;YICBS;M;20190213
20181204;ETA;YBBTAXINV;Accounting entries;;;;;M;20190213
20181204;ANM;YBBHS;;;;;;C;20190213
20190213;ACT;YBBACCSEL;Journal entry;;;DH;;M;20190213
20190213;ACT;YBBBANSEL;Accounting entries;;;DH;YICBS;M;20190213
20190208;ACT;YBBBANSEL;Business batch post simulation;;;;;C;20190213
20181113;ACT;YBBDIESEL;Inter company ELA;;;;;M;20190213
20181203;ACT;YBBJNLENT;;;;;;C;20190213
20181204;ACT;YBBSELBP;;;;;;M;20190213
20190124;ACT;YBBSELELA;Journal entry;;;;;M;20190213
20181204;ACT;YBBSELELA;Visual business batch;;;;YICBS;M;20190213
20190213;ACT;YBBSELGTE;Journal entry;;;DH;;M;20190213
20190201;ACT;YBBSELJOU;Accounting entries;;;;;M;20190213
20190208;ACT;YBBSELTAX;Business batch simulation;;;;;M;20190213
20190207;ACT;YBBSIMRPT;Business batch;;;;;M;20190213
20181120;ACT;YBBVAL;Bank ELA;;;;;M;20190213
20190204;ACT;YBBVAL;Business batch;;;;;M;20190213
20190109;ACT;YCHKJOU;BP selection;;;;YICBS;M;20190213
20181019;ACT;YDEFJOUSEL;;;;;;M;20190213
20190109;ACT;YJNLBBENT;Business batch details temp;;;;;M;20190213
20190213;ACT;YJNLENT;Business batch details;;;DH;;M;20190213
20190213;ACT;YVISBB;Business batch;;;DH;;M;20190213
20181101;ACT;YVISJOU;;;;;;C;20190213
20181207;AFC;GESYBB;Business Batch Simulation Rpt;;;;YICBS;C;20190213
20181212;ATB;GACCENTRYD;;;;;;C;20190213
20181214;ATB;GJOURNAL;;;;;;C;20190213
20190103;ATB;GTYPACCENT;Tax selection;;;;;M;20190213
20190103;ATB;YBANELA;;;;;;M;20190213
20190109;ATB;YBBDETAIL;Business Batch Tax Invoice;;;;;C;20190213
20190201;ATB;YBBDETAIL;Accounting entries;;;;;M;20190213
20190201;ATB;YBBDETAILTEM;;;;;;M;20190213
20190211;ATB;YBBERR;Accounting entries;;;;;M;20190213
20181010;ATB;YBBHEADER;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;ATB;YBBPSIM;Business batch;[PATCH]/SRC_20181010;;;YICBS;M;20190213
20181010;ATB;YBBSIM;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;ATB;YBBSIM;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;ATB;YICELA;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;ATB;YPAYMSIM;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;BAN0;Business batch;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;BPS2; Business batch status ;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;GACCENT2; Business batch category ;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;GTE1; Business batch messages ;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;GTE1; Document type ;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;JOU0;Business batch;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;JOU0;Business batch;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;WMAC2STDCO;Business batch details;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;WMAC2STDLI;Business batch header;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;WMAC2STDON;Business batch details;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;XVERPAT;Business batch errors;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;YAPRESET;Business batch simulation;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;YBUSBAT0;Business batch;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;YBUSBAT0;Business batch;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;YBUSBAT1;Business batch;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;YBUSBAT2;Business batch transaction;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;YBUSBAT2;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;YBUSBAT3;Business batch;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AMK;YBUSBAT3;Journal codes;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AOB;GAS;Document types;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AOB;YBB;Entry type selection;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AOB;YBB;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AWI;OGAS;Journal selection;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AWI;OGASCUR;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AWI;OGGSTD;Bank selection;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AWI;WOGG1PAGE;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AWI;WOGGSTDCO;Account select;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AWI;WOGGSTDLI;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AWI;YOBBT;ELA selection;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AWI;YOBBT;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AOE;GASTEMP;Dimension selection;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AOE;YBBIMP;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;AOE;YGASTEMP;IC - Business Batch;[PATCH]/SRC_20181010;;;;M;20190213
20181010;ACLA;YBBD;Business batch validate;[PATCH]/SRC_20181010;;;;M;20190213
20181010;ASW;YBBT;;[PATCH]/SRC_20181010;;;;M;20190213
20181010;ACLA;YBBT;Business batch number;[PATCH]/SRC_20181010;;;;M;20190213
